date,q_load,q_pv,q_source,soc0_actual,soc24_actual,purchase_kwh,plan_cost,emergency_kwh,emergency_cost,total_cost,curtail_kwh,n_simultaneous_plan,max_unserved_kwh
2025-06-26,0.8,0.2,fixed,1200.0,1200.0,76858.484056,47244.9030732583,564.5364294333326,2514.1098047399983,49759.0128779983,5668.223500810705,0,0.0
2025-06-27,0.8,0.2,fixed,1200.0,1222.0520230370369,32269.877303,17904.8520646123,173.60415406666544,1101.8287456413266,19006.680810253627,10134.0530874856,0,0.0
2025-06-28,0.8,0.2,fixed,1222.0520230370369,1200.0,32183.944254,17790.4500241754,144.09951906000214,464.3689846801843,18254.819008855582,8235.724054156379,0,0.0
2025-06-29,0.8,0.2,fixed,1200.0,1396.5528348888893,77324.557047,47659.200487585396,229.87633596666458,1076.875856943686,48736.07634452908,4166.766808312761,0,0.0
2025-06-30,0.8,0.2,fixed,1396.5528348888893,1200.0,77199.43372,47649.7513975671,253.4436453666661,1253.6390943350157,48903.390491902115,3960.486566160498,0,0.0
2025-07-01,0.8,0.2,fixed,1200.0,1200.0,77003.112483,47257.344157585496,7022.7280869,36103.38335606365,83360.72751364915,1140.8558275967116,0,0.0
2025-07-02,0.8,0.2,fixed,1200.0,1200.0,81124.259432,50284.781288664504,3080.0230368333355,15841.674264504269,66126.45555316878,7674.282407411524,0,0.0
2025-07-03,0.8,0.2,fixed,1200.0,1200.0,82687.135268,51528.0185732566,2757.337370633333,14352.71177115085,65880.73034440745,1316.752218246912,0,0.0
2025-07-04,0.8,0.2,fixed,1200.0,1200.0,34246.379673999996,19327.406487655,6874.374440266665,29389.283080720397,48716.6895683754,9760.98953333333,0,0.0
2025-07-05,0.8,0.2,fixed,1200.0,1200.0,36184.516903,20442.7337602799,5324.724642266667,25896.740806371774,46339.474566651676,10377.494566666664,0,0.0
2025-07-06,0.8,0.2,fixed,1200.0,1200.0,78867.280717,48935.6046373919,6004.422628199997,35469.538071517265,84405.14270890917,1021.7158633333345,0,0.0
2025-07-07,0.8,0.2,fixed,1200.0,1200.0,80171.359424,49804.539201202,1977.5844265333321,9347.311199292199,59151.8504004942,4987.245364279843,0,0.0
2025-07-08,0.8,0.2,fixed,1200.0,1200.0,78634.009446,48816.2233075948,3883.560971633337,21766.232355787048,70582.45566338184,2813.5781466666663,0,0.0
2025-07-09,0.8,0.2,fixed,1200.0,1200.0,77623.85958299998,48172.47441561631,2275.7904577999902,11841.80509755306,60014.27951316937,1666.7940337860118,0,0.0
2025-07-10,0.8,0.2,fixed,1200.0,1209.869592,77823.430792,48359.144966022606,2408.572635033329,12359.22234426963,60718.36731029223,3043.2599155144044,0,0.0
2025-07-11,0.8,0.2,fixed,1209.869592,1200.0,40335.187146,22997.7848399185,1724.8622279999975,9670.403857992056,32668.188697910555,6968.940459333334,0,0.0
2025-07-12,0.8,0.2,fixed,1200.0,1200.0,38115.537895,22052.6258775555,3423.4227042999946,15825.258202566172,37877.88408012167,8016.247499999998,0,0.0
2025-07-13,0.8,0.2,fixed,1200.0,1200.0,78078.27502110001,48563.85024664044,1631.7280869333308,8080.016287817783,56643.866534458226,6498.995267366262,0,0.0
2025-07-14,0.8,0.2,fixed,1200.0,1200.0,76859.058596,47813.4233475043,1916.4946624333265,10309.427333248475,58122.850680752774,3150.60838041564,0,0.0
2025-07-15,0.8,0.2,fixed,1200.0,1200.0,76620.1338636,47713.43773889652,1273.939729933335,7015.515553622281,54728.9532925188,1231.1300545876543,0,0.0
2025-07-16,0.8,0.2,fixed,1200.0,1200.0,76077.20138700001,47208.7449970195,2326.964282999999,12408.552874644996,59617.2978716645,2294.183963251026,0,0.0
2025-07-17,0.8,0.2,fixed,1200.0,1200.0,76500.99839200001,47537.0536910254,2636.5536345000028,14026.226459221738,61563.28015024714,2110.9230500000012,0,0.0
2025-07-18,0.8,0.2,fixed,1200.0,1200.0,38450.731143,22291.3692703055,1820.3533816666663,8023.324019508296,30314.693289813797,6404.159514650204,0,0.0
2025-07-19,0.8,0.2,fixed,1200.0,1200.0,38169.865475,22148.9366195335,2312.155230099999,12074.25403313028,34223.190652663776,11031.210598333333,0,0.0
2025-07-20,0.8,0.2,fixed,1200.0,1200.0,75913.30715000001,47498.915544777,939.0418339333314,4001.804577470775,51500.720122247774,684.0808579012455,0,0.0
2025-07-21,0.8,0.2,fixed,1200.0,1200.0,76971.50105999998,48015.331437411995,1503.9988446999973,8683.099830420588,56698.43126783258,411.66588666666644,0,0.0
2025-07-22,0.8,0.2,fixed,1200.0,1200.0,76410.409022,47519.3729485539,2757.1140534000015,15995.926468255248,63515.299416809146,1488.7558466666674,0,0.0
2025-07-23,0.8,0.2,fixed,1200.0,1200.0,77706.74909699999,48361.4098834663,1793.6809024666632,10438.967123607115,58800.37700707342,1119.6109462139943,0,0.0
2025-07-24,0.8,0.2,fixed,1200.0,1251.043656,78812.74262,49161.962060652004,1660.3821033333331,9754.340859487966,58916.30292013997,2712.245205925932,0,0.0
2025-07-25,0.8,0.2,fixed,1251.043656,1200.0,38665.857865,22527.1417522115,1361.3766452666682,6766.359860735414,29293.501612946915,11053.011141666662,0,0.0
2025-07-26,0.8,0.2,fixed,1200.0,1245.7429650000001,38720.784567,22685.6338389191,1693.8116330999962,7814.886165333747,30500.52000425285,9513.786110333327,0,0.0
2025-07-27,0.8,0.2,fixed,1245.7429650000001,1200.902338814815,78449.67143,49026.25627005,1739.6693736333314,8478.58632620646,57504.84259625646,2386.759390823047,0,0.0
2025-07-28,0.8,0.2,fixed,1200.902338814815,1200.0,78796.97163,49171.646140037,3284.9163084999973,18956.241763407128,68127.88790344413,135.8739400000004,0,0.0
2025-07-29,0.8,0.2,fixed,1200.0,1200.0,79382.852575,49493.444072301994,1070.3140650666621,6768.166786300576,56261.61085860257,229.0328900000012,0,0.0
2025-07-30,0.8,0.2,fixed,1200.0,1233.558786037037,80072.93470000001,49879.093808943,1195.8172288999974,6729.724676786331,56608.81848572933,3001.133791481483,0,0.0
2025-07-31,0.8,0.2,fixed,1233.558786037037,1200.0,80684.38917000001,50365.962392912,616.7337240999997,3425.133033235018,53791.09542614702,2280.694061687253,0,0.0
2025-08-01,0.8,0.2,fixed,1200.0,1282.169001,39240.694674700004,22918.320378319808,509.1365359666639,2789.1448792135316,25707.46525753334,15772.185679370781,0,0.0
2025-08-02,0.8,0.2,fixed,1282.169001,1338.586769222223,39196.23480400001,23021.5355863202,279.5431707999982,1842.5827730507876,24864.118359370987,16162.852771160497,0,0.0
2025-08-03,0.8,0.2,fixed,1338.586769222223,1224.8638141111112,78688.38665999999,49125.65158201,984.4983993333313,4678.319723580988,53803.97130559099,13342.4521826749,0,0.0
2025-08-04,0.8,0.2,fixed,1224.8638141111112,1200.0,77422.9944,48392.455425363005,310.94855593333216,840.1787948288813,49232.63422019189,8799.75378711934,0,0.0
2025-08-05,0.8,0.2,fixed,1200.0,1200.0,75468.449711,47312.4759254957,221.78192706666292,782.5049998529267,48094.98092534863,6805.622131946504,0,0.0
2025-08-06,0.8,0.2,fixed,1200.0,1200.0,73479.721328,46149.2394419198,1591.117629533333,9931.279992633434,56080.519434553236,3420.848522839513,0,0.0
2025-08-07,0.8,0.2,fixed,1200.0,1215.7039049999998,73173.063514,46107.3185351444,277.8022030666685,1159.950818579838,47267.26935372424,6051.565475061729,0,0.0
2025-08-08,0.8,0.2,fixed,1215.7039049999998,1314.00849,38908.8811516,22727.886632254078,104.059334300001,222.45836003462216,22950.3449922887,20498.418109102062,0,0.0
2025-08-09,0.8,0.2,fixed,1314.00849,1233.48185562963,38303.257041000004,22432.848298181103,307.26781129999677,1079.0612683993857,23511.90956658049,17379.33871433333,0,0.0
2025-08-10,0.8,0.2,fixed,1233.48185562963,1200.0,71615.81205000001,45431.480130904994,91.61963523332932,525.8105142582776,45957.29064516327,2840.76477259259,0,0.0
2025-08-11,0.8,0.2,fixed,1200.0,1200.0,71842.78883,45476.2308223,281.943302633331,1320.5636808321883,46796.79450313219,3748.905966790126,0,0.0
2025-08-12,0.8,0.2,fixed,1200.0,1283.214485962963,71497.6807,45228.246323585,1065.7295729666648,7257.871188331386,52486.11751191639,1080.8519867489813,0,0.0
2025-08-13,0.8,0.2,fixed,1283.214485962963,1425.8339511851852,71842.48038200001,45506.069093080194,150.83376623333402,734.0602564042218,46240.129349484414,2151.9825340329253,0,0.0
2025-08-14,0.8,0.2,fixed,1425.8339511851852,1299.0357246666672,72105.58911,45668.377390046,333.84077763333084,2085.9160737017833,47754.29346374778,2516.2266069135717,0,0.0
2025-08-15,0.8,0.2,fixed,1299.0357246666672,1371.7504944074064,38879.806513999996,22858.940510032,398.9492368999986,1643.8124858715605,24502.75299590356,19461.089761465017,0,0.0
2025-08-16,0.8,0.2,fixed,1371.7504944074064,1366.5266183703707,38881.407458,22812.644671497797,139.32068766666725,971.9011171626707,23784.545788660467,19592.42913953498,0,0.0
2025-08-17,0.8,0.2,fixed,1366.5266183703707,1484.2770269629636,72496.46754,45990.580576262,194.53112999999996,1310.871985023333,47301.45256128533,5764.57888761317,0,0.0
2025-08-18,0.8,0.2,fixed,1484.2770269629636,1531.2073943703733,72100.91373999999,45780.034164512,178.37029333333373,1211.0464805883362,46991.08064510034,3995.8301406172905,0,0.0
